Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
2023-10-28,Zarraffa's Coffee ,41,0,1791,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2023-10-28, The Good Guys ,86,0,1705,Expense,Household,"Furniture, Electronics & Homewares",DR
2023-11-01,Monthly Income,0,6542,8247,Income,Income,Wages,CR
2023-11-02,Camp Australia ,463,0,7784,Expense,Leisure & Lifestyle,Hobbies,DR
2023-11-03,Platypus Shoes ,217,0,7567,Expense,Personal,Clothing & Accessories,DR
2023-11-04,Westpac Dividend Deposit ,155,0,7412,Income,Income,Investments,DR
2023-11-04,KU Children's Services ,80,0,7332,Expense,Personal,Children & Family,DR
2023-11-05,T2 Tea ,528,0,6804,Expense,Personal,Fitness & Wellbeing,DR
2023-11-05,Decathlon ,575,0,6229,Expense,Personal,Fitness & Wellbeing,DR
2023-11-07,Costco ,586,0,5643,Expense,Household,Groceries,DR
2023-11-08, Rentokil ,421,0,5222,Expense,Household,Maintenance & Improvements,DR
2023-11-08,Optus ,337,0,4885,Expense,Personal,Mobile Phone,DR
2023-11-08,Guardian Childcare & Education ,344,0,4541,Expense,Personal,Children & Family,DR
2023-11-10,Rooftop Bar ,158,0,4383,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2023-11-14,Target ,368,0,4015,Expense,Personal,Clothing & Accessories,DR
2023-11-14,Swim Australia ,292,0,3723,Expense,Personal,Fitness & Wellbeing,DR
2023-11-16,Beachside Yoga Classes ,345,0,3378,Expense,Personal,Fitness & Wellbeing,DR
2023-11-18,PayPal Transfer from Sale ,249,0,3129,Income,Income,Other Income,DR
2023-11-18,Apple Store ,266,0,2863,Expense,Leisure & Lifestyle,Electronics,DR
2023-11-18,Mathnasium ,180,0,2683,Expense,Personal,Education,DR
2023-11-20,Melbourne Central Lion Hotel ,66,0,2617,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2023-11-20,Hobart Brewing Company ,143,0,2474,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2023-11-21,Domino’s Pizza ,160,0,2314,Expense,Leisure & Lifestyle,Takeaway,DR
2023-11-25,TerryWhite Chemmart ,126,0,2188,Expense,Personal,Health & Medical,DR
2023-11-26,City Beach ,194,0,1994,Expense,Personal,Clothing & Accessories,DR
2023-11-26,Autobarn ,97,0,1897,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-11-27,Surf Dive 'n Ski ,25,0,1872,Expense,Personal,Clothing & Accessories,DR
2023-12-01,Monthly Income,0,6542,8414,Income,Income,Wages,CR
2023-12-02,Foxtel ,433,0,7981,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2023-12-02,Sea Kayak Tours ,15,0,7966,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2023-12-03,Sydney Water ,574,0,7392,Expense,Household,Utilities,DR
2023-12-04,Stand Up Paddleboard Rental ,368,0,7024,Expense,Personal,Fitness & Wellbeing,DR
2023-12-05,Foxtel ,647,0,6377,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2023-12-05,Specsavers ,127,0,6250,Expense,Personal,Health & Medical,DR
2023-12-06,CommSec Share Trading Gains ,387,0,5863,Income,Income,Investments,DR
2023-12-06,Telstra ,180,0,5683,Expense,Personal,Mobile Phone,DR
2023-12-06,Endota Spa ,77,0,5606,Expense,Personal,Fitness & Wellbeing,DR
2023-12-06,Culture Kings ,541,0,5065,Expense,Personal,Clothing & Accessories,DR
2023-12-06,Music Academy ,367,0,4698,Expense,Leisure & Lifestyle,Hobbies,DR
2023-12-06, Metricon ,320,0,4378,Expense,Household,Maintenance & Improvements,DR
2023-12-06,Centrelink JobSeeker Payment ,262,0,4116,Income,Income,Other Income,DR
2023-12-07,National Hearing Care ,328,0,3788,Expense,Personal,Health & Medical,DR
2023-12-07,The Athlete's Foot ,256,0,3532,Expense,Personal,Clothing & Accessories,DR
2023-12-08,Bridgestone Select ,261,0,3271,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-12-09,Music Academy ,226,0,3045,Expense,Leisure & Lifestyle,Hobbies,DR
2023-12-10,Green Slip Insurance ,235,0,2810,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-12-10,Medicare Claim ,47,0,2763,Expense,Personal,Health & Medical,DR
2023-12-11,The Brisbane Hotel ,189,0,2574,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2023-12-12,Budget Direct Car Insurance ,253,0,2321,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-12-13,Beachside Caravan Park ,176,0,2145,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2023-12-14,Chiropractor ,44,0,2101,Expense,Personal,Health & Medical,DR
2023-12-15,YMCA ,63,0,2038,Expense,Personal,Fitness & Wellbeing,DR
2023-12-16,VicRoads ,98,0,1940,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-12-16,CommSec Share Trading Gains ,100,0,1840,Income,Income,Investments,DR
2023-12-16, Fantastic Furniture ,37,0,1803,Expense,Household,"Furniture, Electronics & Homewares",DR
2023-12-16,Mathnasium ,84,0,1719,Expense,Personal,Education,DR
2023-12-16,Caltex Woolworths ,70,0,1649,Expense,Transport,Fuel,DR
2023-12-17,Caltex ,24,0,1625,Expense,Transport,Fuel,DR
2023-12-18,Scouts Australia ,94,0,1531,Expense,Leisure & Lifestyle,Hobbies,DR
2023-12-18,Chiropractor ,115,0,1416,Expense,Personal,Health & Medical,DR
2023-12-18,Bulk Billing Doctor ,10,0,1406,Expense,Personal,Health & Medical,DR
2023-12-19,Swim Australia ,125,0,1281,Expense,Personal,Fitness & Wellbeing,DR
2023-12-20,KU Children's Services ,109,0,1172,Expense,Personal,Children & Family,DR
2023-12-21,Zarraffa's Coffee ,57,0,1115,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2023-12-21,Freedom Furniture ,86,0,1029,Expense,Household,Maintenance & Improvements,DR
2023-12-21,Freedom Furniture ,69,0,960,Expense,Household,Maintenance & Improvements,DR
2023-12-22,Disney+ ,73,0,887,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2023-12-22,Massage Therapy Center ,47,0,840,Expense,Personal,Health & Medical,DR
2023-12-23,Toys 'R' Us ,42,0,798,Expense,Personal,CHildren & Family,DR
2023-12-24,Specsavers ,5,0,793,Expense,Personal,Health & Medical,DR
2023-12-24,Priceline Pharmacy ,71,0,722,Expense,Personal,Health & Medical,DR
2023-12-26,Beachside Caravan Park ,16,0,706,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2023-12-27,Telstra ,34,0,672,Expense,Personal,Mobile Phone,DR
2023-12-27,Spotify ,13,0,659,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2023-12-28,King Swim ,12,0,647,Expense,Personal,Fitness & Wellbeing,DR
2024-01-01,Monthly Income,0,6542,7189,Income,Income,Wages,CR
2024-01-02, Metricon ,551,0,6638,Expense,Household,Maintenance & Improvements,DR
2024-01-03,Kayo Sports ,293,0,6345,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-01-04,Spotlight ,329,0,6016,Expense,Leisure & Lifestyle,Hobbies,DR
2024-01-05,Costco ,269,0,5747,Expense,Household,Groceries,DR
2024-01-06,Eau De Vie ,131,0,5616,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-01-06,Bridgestone Select ,69,0,5547,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-01-07,Salary Deposit from Woolworths Group ,555,0,4992,Income,Income,Wages,DR
2024-01-07,Crown Perth ,194,0,4798,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-01-07,The Rocks Bar and Pub ,52,0,4746,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-01-08,Beachside Caravan Park ,198,0,4548,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2024-01-08,Officeworks ,234,0,4314,Expense,Personal,Life Admin,DR
2024-01-09,Snap Fitness ,122,0,4192,Expense,Personal,Fitness & Wellbeing,DR
2024-01-09,Service NSW ,114,0,4078,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-01-10,EB Games ,367,0,3711,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2024-01-11, Commonwealth Bank ,43,0,3668,Expense,Household,Rent & Mortgage,DR
2024-01-12,Domino’s Pizza ,221,0,3447,Expense,Leisure & Lifestyle,Takeaway,DR
2024-01-12,Tabcorp ,232,0,3215,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2024-01-13,Anytime Fitness ,33,0,3182,Expense,Personal,Fitness & Wellbeing,DR
2024-01-14,Grill'd ,63,0,3119,Expense,Leisure & Lifestyle,Takeaway,DR
2024-01-14,Sydney Water ,51,0,3068,Expense,Household,Utilities,DR
2024-01-15,Caltex Woolworths ,7,0,3061,Expense,Transport,Fuel,DR
2024-01-16,Stan ,68,0,2993,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-01-17,Zarraffa's Coffee ,290,0,2703,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2024-01-17,Beachfront Markets ,138,0,2565,Expense,Personal,Clothing & Accessories,DR
2024-01-17,Pizza Hut ,147,0,2418,Expense,Leisure & Lifestyle,Takeaway,DR
2024-01-17, Slater and Gordon Lawyers ,75,0,2343,Expense,Personal,Life Admin,DR
2024-01-17,Childcare Payments ,179,0,2164,Expense,Personal,Children & Family,DR
2024-01-17,EnergyAustralia ,27,0,2137,Expense,Household,Utilities,DR
2024-01-17,Taronga Zoo ,169,0,1968,Expense,Leisure & Lifestyle,Entertainment,DR
2024-01-18,Ballet Schools ,159,0,1809,Expense,Personal,Fitness & Wellbeing,DR
2024-01-18, National Bank ,120,0,1689,Expense,Personal,Fees & Charges,DR
2024-01-18,PayPal Transfer from Sale ,60,0,1629,Income,Income,Other Income,DR
2024-01-18,Ice Cream Parlour ,6,0,1623,Expense,Leisure & Lifestyle,Takeaway,DR
2024-01-19,Costco ,76,0,1547,Expense,Household,Groceries,DR
2024-01-19,The Victory Hotel ,107,0,1440,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-01-19,TerryWhite Chemmart ,96,0,1344,Expense,Personal,Health & Medical,DR
2024-01-20,Le Creuset ,128,0,1216,Expense,Household,"Furniture, Electronics & Homewares",DR
2024-01-20,Westpac Dividend Deposit ,22,0,1194,Income,Income,Investments,DR
2024-01-20,Camp Australia ,90,0,1104,Expense,Leisure & Lifestyle,Hobbies,DR
2024-01-21,Ladbrokes ,6,0,1098,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2024-01-21,Sylvan Learning ,30,0,1068,Expense,Personal,Education,DR
2024-01-22,Specsavers ,35,0,1033,Expense,Personal,Health & Medical,DR
2024-01-22,Bulk Billing Doctor ,35,0,998,Expense,Personal,Health & Medical,DR
2024-01-23,The Coffee Club ,28,0,970,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2024-01-23,City Beach ,76,0,894,Expense,Personal,Clothing & Accessories,DR
2024-01-24,Sunburn Swimwear ,18,0,876,Expense,Personal,Clothing & Accessories,DR
2024-01-24,Airbnb Host Income ,57,0,819,Income,Income,Other Income,DR
2024-01-24,Liquorland ,37,0,782,Expense,Leisure & Lifestyle,Alcohol,DR
2024-01-25,City Beach ,9,0,773,Expense,Personal,Clothing & Accessories,DR
2024-01-25,Harris Farm Markets ,18,0,755,Expense,Household,Groceries,DR
2024-01-26,Medicare Claim ,21,0,734,Expense,Personal,Health & Medical,DR
2024-01-27,Beachfront Markets ,23,0,711,Expense,Personal,Clothing & Accessories,DR
2024-01-27,The Sydney Morning Herald ,6,0,705,Expense,Personal,Education,DR
2024-01-27,Stand Up Paddleboard Rental ,7,0,698,Expense,Personal,Fitness & Wellbeing,DR
2024-01-28, Brisbane City Council ,52,0,646,Expense,Household,Rates & Insurance,DR
2024-01-28,The Athlete's Foot ,25,0,621,Expense,Personal,Clothing & Accessories,DR
2024-02-01,Monthly Income,0,6542,7163,Income,Income,Wages,CR
2024-02-02,Autobarn ,386,0,6777,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-02-02,Origin Energy ,430,0,6347,Expense,Household,Utilities,DR
2024-02-03,QBE Insurance Claim Payout ,5,0,6342,Income,Income,Other Income,DR
2024-02-03,Optometrist ,371,0,5971,Expense,Personal,Health & Medical,DR
2024-02-03,Zarraffa's Coffee ,162,0,5809,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2024-02-03,Shell V Power,36,0,5773,Expense,Transport,Fuel,DR
2024-02-04,Uber ,263,0,5510,Expense,Transport,Taxies & Share Cars,DR
2024-02-04,Audible ,541,0,4969,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-02-04,Beachside Yoga Classes ,329,0,4640,Expense,Personal,Fitness & Wellbeing,DR
2024-02-04,Grill’d ,198,0,4442,Expense,Leisure & Lifestyle,Takeaway,DR
2024-02-04,Chinatown Night Market ,133,0,4309,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-02-05,Guzman y Gomez ,122,0,4187,Expense,Leisure & Lifestyle,Takeaway,DR
2024-02-06,Green Slip Insurance ,113,0,4074,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-02-06,Salary Deposit from Woolworths Group ,85,0,3989,Income,Income,Wages,DR
2024-02-06,Myer ,104,0,3885,Expense,Personal,Clothing & Accessories,DR
2024-02-06,Chemist Warehouse ,355,0,3530,Expense,Personal,Health & Medical,DR
2024-02-06,Kayo Sports ,69,0,3461,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-02-07,School Locker ,144,0,3317,Expense,Personal,Children & Family,DR
2024-02-08,Supercheap Auto ,233,0,3084,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-02-09, National Bank ,77,0,3007,Expense,Personal,Fees & Charges,DR
2024-02-09,Endota Spa ,227,0,2780,Expense,Personal,Fitness & Wellbeing,DR
2024-02-10,Ice Cream Parlour ,89,0,2691,Expense,Leisure & Lifestyle,Takeaway,DR
2024-02-10,Ultra Tune ,143,0,2548,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-02-11,BWS ,84,0,2464,Expense,Leisure & Lifestyle,Alcohol,DR
2024-02-12, Ray White Real Estate ,214,0,2250,Expense,Personal,Life Admin,DR
2024-02-12,Music Academy ,14,0,2236,Expense,Leisure & Lifestyle,Hobbies,DR
2024-02-14,Chemist Warehouse ,218,0,2018,Expense,Personal,Health & Medical,DR
2024-02-16,Muffin Break ,156,0,1862,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2024-02-16,Menulog ,137,0,1725,Expense,Leisure & Lifestyle,Takeaway,DR
2024-02-16,National Hearing Care ,33,0,1692,Expense,Personal,Health & Medical,DR
2024-02-17,The Australian ,15,0,1677,Expense,Personal,Education,DR
2024-02-17,Tennis Australia ,145,0,1532,Expense,Personal,Fitness & Wellbeing,DR
2024-02-17,Chinatown Night Market ,40,0,1492,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-02-17,Petbarn ,142,0,1350,Expense,Household,Pets,DR
2024-02-17,Soccer Clubs ,14,0,1336,Expense,Personal,Fitness & Wellbeing,DR
2024-02-17,Apple Music ,132,0,1204,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-02-17,Event Cinemas ,119,0,1085,Expense,Leisure & Lifestyle,Entertainment,DR
2024-02-18,Centrelink JobSeeker Payment ,93,0,992,Income,Income,Other Income,DR
2024-02-18,Jetts Fitness ,46,0,946,Expense,Personal,Fitness & Wellbeing,DR
2024-02-19, Rentokil ,78,0,868,Expense,Household,Maintenance & Improvements,DR
2024-02-19,Village Cinemas ,5,0,863,Expense,Leisure & Lifestyle,Entertainment,DR
2024-02-20,Billabong ,14,0,849,Expense,Personal,Clothing & Accessories,DR
2024-02-20,Centrelink JobSeeker Payment ,35,0,814,Income,Income,Other Income,DR
2024-02-20,AGL Energy ,5,0,809,Expense,Household,Utilities,DR
2024-02-21,Liquorland ,31,0,778,Expense,Leisure & Lifestyle,Alcohol,DR
2024-02-22,Karate for Kids ,72,0,706,Expense,Personal,Fitness & Wellbeing,DR
2024-02-22,Quay Restaurant ,42,0,664,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-02-23, Jim's Mowing ,43,0,621,Expense,Household,Maintenance & Improvements,DR
2024-02-23,eBay Sales Proceeds ,11,0,610,Income,Income,Other Income,DR
2024-02-23,School Locker ,21,0,589,Expense,Personal,Children & Family,DR
2024-02-24,Surf Dive 'n Ski ,39,0,550,Expense,Personal,Clothing & Accessories,DR
2024-02-24, Rentokil ,47,0,503,Expense,Household,Maintenance & Improvements,DR
2024-02-25,Melbourne Central Lion Hotel ,50,0,453,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-02-25,Binge ,35,0,418,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-02-26,Freedom Furniture ,15,0,403,Expense,Household,Maintenance & Improvements,DR
2024-02-27,BrewDog ,23,0,380,Expense,Leisure & Lifestyle,Alcohol,DR
2024-02-28,Dan Murphy’s ,12,0,368,Expense,Leisure & Lifestyle,Alcohol,DR
2024-03-01,Monthly Income,0,6542,6910,Income,Income,Wages,CR
2024-03-02,Audible ,451,0,6459,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-03-02,Melbourne Central Lion Hotel ,285,0,6174,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-03-04,Interest Payment from Commonwealth Bank ,148,0,6026,Income,Income,Investments,DR
2024-03-05,Childcare Payments ,208,0,5818,Expense,Personal,Children & Family,DR
2024-03-06,Autobarn ,516,0,5302,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-03-06,Campion Education ,530,0,4772,Expense,Personal,Children & Family,DR
2024-03-06,Optometrist ,181,0,4591,Expense,Personal,Health & Medical,DR
2024-03-07,Coles ,415,0,4176,Expense,Household,Groceries,DR
2024-03-07,The Ivy ,408,0,3768,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-03-07,Audible ,101,0,3667,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-03-09,Zarraffa's Coffee ,228,0,3439,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2024-03-09,Massage Therapy Center ,122,0,3317,Expense,Personal,Health & Medical,DR
2024-03-09,Rebel Sport ,121,0,3196,Expense,Personal,Fitness & Wellbeing,DR
2024-03-10,VetLove ,136,0,3060,Expense,Household,Pets,DR
2024-03-11, Jim's Mowing ,38,0,3022,Expense,Household,Maintenance & Improvements,DR
2024-03-12,Beachside Yoga Classes ,66,0,2956,Expense,Personal,Fitness & Wellbeing,DR
2024-03-14,Bulk Billing Doctor ,263,0,2693,Expense,Personal,Health & Medical,DR
2024-03-16,Rebel Sport ,230,0,2463,Expense,Personal,Fitness & Wellbeing,DR
2024-03-16,Car Wash Cafe ,180,0,2283,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-03-19,South East Water ,24,0,2259,Expense,Household,Utilities,DR
2024-03-19,Freedom Furniture ,212,0,2047,Expense,Household,Maintenance & Improvements,DR
2024-03-20,Culture Kings ,157,0,1890,Expense,Personal,Clothing & Accessories,DR
2024-03-20,Zone Bowling ,19,0,1871,Expense,Leisure & Lifestyle,Entertainment,DR
2024-03-22,TerryWhite Chemmart ,85,0,1786,Expense,Personal,Health & Medical,DR
2024-03-23,Zone Bowling ,44,0,1742,Expense,Leisure & Lifestyle,Entertainment,DR
2024-03-24,Liquorland ,113,0,1629,Expense,Leisure & Lifestyle,Alcohol,DR
2024-03-25,Audible ,76,0,1553,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-03-26,G8 Education ,49,0,1504,Expense,Personal,Children & Family,DR
2024-03-27,Eau De Vie ,99,0,1405,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-04-01,Monthly Income,0,6542,7947,Income,Income,Wages,CR
2024-04-02,Boost Juice Bars ,360,0,7587,Expense,Leisure & Lifestyle,Takeaway,DR
2024-04-03,Westpac Dividend Deposit ,745,0,6842,Income,Income,Investments,DR
2024-04-06,Supercheap Auto ,633,0,6209,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-04-07,AGL Energy ,44,0,6165,Expense,Household,Utilities,DR
2024-04-12,Beachside Caravan Park ,198,0,5967,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2024-04-12,Repco ,538,0,5429,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-04-12,Hungry Jack’s ,149,0,5280,Expense,Leisure & Lifestyle,Takeaway,DR
2024-04-12,Fitness First ,22,0,5258,Expense,Personal,Fitness & Wellbeing,DR
2024-04-13,King Swim ,509,0,4749,Expense,Personal,Fitness & Wellbeing,DR
2024-04-13,Audible ,432,0,4317,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-04-14,Payday Advance ,172,0,4145,Income,Income,Other Income,DR
2024-04-15,Cookie ,412,0,3733,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-04-17,Kmart ,307,0,3426,Expense,Personal,Children & Family,DR
2024-04-19,Hobart Brewing Company ,283,0,3143,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-04-19,Campion Education ,206,0,2937,Expense,Personal,Children & Family,DR
2024-04-21,Bridgestone Select ,121,0,2816,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-04-22,The Australian ,128,0,2688,Expense,Personal,Education,DR
2024-04-22,Surf Dive 'n Ski ,108,0,2580,Expense,Personal,Clothing & Accessories,DR
2024-04-23,Caltex ,238,0,2342,Expense,Transport,Fuel,DR
2024-04-24,Kmart ,137,0,2205,Expense,Personal,Children & Family,DR
2024-04-25, Ray White Real Estate ,36,0,2169,Expense,Personal,Life Admin,DR
2024-04-27,Rip Curl ,28,0,2141,Expense,Personal,Clothing & Accessories,DR
2024-04-28,Endota Spa ,194,0,1947,Expense,Personal,Fitness & Wellbeing,DR
2024-04-28,eBay Sales Proceeds ,91,0,1856,Income,Income,Other Income,DR
2024-04-28,Sea Kayak Tours ,72,0,1784,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2024-05-01,Monthly Income,0,6542,8326,Income,Income,Wages,CR
2024-05-02,G8 Education ,301,0,8025,Expense,Personal,Children & Family,DR
2024-05-07,Menulog ,261,0,7764,Expense,Leisure & Lifestyle,Takeaway,DR
2024-05-08,Foxtel ,247,0,7517,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2024-05-09,Event Cinemas ,719,0,6798,Expense,Leisure & Lifestyle,Entertainment,DR
2024-05-10, Brisbane City Council ,559,0,6239,Expense,Household,Rates & Insurance,DR
2024-05-11, Rentokil ,110,0,6129,Expense,Household,Maintenance & Improvements,DR
2024-05-15,Culture Kings ,389,0,5740,Expense,Personal,Clothing & Accessories,DR
2024-05-15,Culture Kings ,265,0,5475,Expense,Personal,Clothing & Accessories,DR
2024-05-17,Local Fish and Chips ,93,0,5382,Expense,Leisure & Lifestyle,Takeaway,DR
2024-05-18,IKEA ,374,0,5008,Expense,Household,Maintenance & Improvements,DR
2024-05-18,The Ivy ,168,0,4840,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2024-05-19,King Swim ,278,0,4562,Expense,Personal,Fitness & Wellbeing,DR
2024-05-21, Ray White Real Estate ,40,0,4522,Expense,Personal,Life Admin,DR
2024-05-21,NRMA Roadside Assistance ,451,0,4071,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2024-05-23,Billabong ,194,0,3877,Expense,Personal,Clothing & Accessories,DR
2024-05-24,Palace Cinemas ,220,0,3657,Expense,Leisure & Lifestyle,Entertainment,DR
2024-05-24,Fernwood Fitness ,134,0,3523,Expense,Personal,Fitness & Wellbeing,DR
2024-05-24,Local Fish and Chips ,244,0,3279,Expense,Leisure & Lifestyle,Takeaway,DR
2024-05-25,ALDI ,214,0,3065,Expense,Household,Groceries,DR
